Time,Sound 1,Sound 1 Level,Distance Right,Distance Left,User Position,Position Back,N Mov Back,N Back total,N Back pos,Position Front,N Mov Front,N Front total,N Front pos
11:41:27,501,Loud,0,252,Right,LOW,0,0,0,Up,0,0,0
11:41:27,457,Loud,0,255,Right,LOW,0,0,0,Up,0,0,0
11:41:27,438,Loud,0,251,Right,LOW,0,0,0,Up,0,0,0
11:41:28,440,Loud,0,254,Right,LOW,0,0,0,Up,0,0,0
11:41:28,403,Loud,0,253,Right,LOW,0,0,0,Up,0,0,0
11:41:28,417,Loud,0,251,Right,LOW,0,0,0,Up,0,0,0
11:41:28,383,Loud,0,249,Right,LOW,0,0,0,Up,0,0,0
11:41:29,388,Loud,0,252,Right,LOW,0,0,0,Up,0,0,0
11:41:29,386,Loud,0,250,Right,LOW,0,0,0,Up,0,0,0
11:41:29,360,Loud,0,253,Right,LOW,0,0,0,Up,0,0,0
11:41:30,381,Loud,0,248,Right,LOW,0,0,0,Up,0,0,0
11:41:30,350,Loud,0,251,Right,LOW,0,0,0,Up,0,0,0
11:41:30,370,Loud,0,256,Right,LOW,0,0,0,Up,0,0,0
11:41:31,357,Loud,0,251,Right,LOW,0,0,0,Up,0,0,0
11:41:31,345,Loud,0,255,Right,LOW,0,0,0,Up,0,0,0
11:41:31,364,Loud,0,254,Right,LOW,0,0,0,Up,0,0,0
11:41:32,337,Loud,0,250,Right,LOW,0,0,0,Up,0,0,0
11:41:32,361,Loud,0,252,Right,LOW,0,0,0,Up,0,0,0
11:41:32,339,Loud,0,254,Right,LOW,0,0,0,Up,0,0,0
11:41:33,344,Loud,0,251,Right,LOW,0,0,0,Up,0,0,0
11:41:33,356,Loud,0,255,Right,LOW,0,0,0,Up,0,0,0
11:41:33,332,Loud,0,252,Right,LOW,0,0,0,Up,0,0,0
11:41:34,358,Loud,0,245,Right,LOW,0,0,0,Up,0,0,0
11:41:34,331,Loud,0,245,Right,LOW,0,0,0,Up,0,0,0
11:41:34,350,Loud,0,247,Right,LOW,0,0,0,Up,0,0,0
11:41:35,347,Loud,0,247,Right,LOW,0,0,0,Up,0,0,0
11:41:35,333,Loud,0,264,Right,LOW,0,0,0,Up,0,0,0
11:41:35,356,Loud,0,262,Right,LOW,0,0,0,Up,0,0,0
11:41:36,330,Loud,0,264,Right,LOW,0,0,0,Up,0,0,0
11:41:36,355,Loud,0,264,Right,LOW,0,0,0,Up,0,0,0
11:41:36,338,Loud,0,263,Right,LOW,0,0,0,Up,0,0,0
11:41:37,336,Loud,0,261,Right,LOW,0,0,0,Up,0,0,0
11:41:37,353,Loud,0,268,Right,LOW,0,0,0,Up,0,0,0
11:41:37,328,Loud,0,263,Right,LOW,0,0,0,Up,0,0,0
11:41:38,355,Loud,0,263,Right,LOW,0,0,0,Up,0,0,0
11:41:38,330,Loud,0,267,Right,LOW,0,0,0,Up,0,0,0
11:41:38,345,Loud,0,266,Right,LOW,0,0,0,Up,0,0,0
11:41:39,349,Loud,0,260,Right,LOW,0,0,0,Up,0,0,0
